Year,Economy,EconomyCode,Region,IncomeGroup,What is the legal age of marriage for girls?,Legal Bases,Are there any exceptions to the legal age of marriage?,Legal Bases,Is marriage under the legal age void or explicitly prohibited?,Legal Bases,Are there penalties for authorizing or entering into child or early marriage?,Legal Bases,Is there legislation that specifically addresses sexual harassment?,Legal Bases,Does the legislation establish clear criminal penalties for domestic violence?,Legal Bases,Is there a specialized court or procedure for cases of domestic violence?,Legal Bases,Can a woman obtain a national identity card in the same way as a married man? ,Legal Bases,Can a married woman legally confer citizenship to her children in the same way as a married man?,Legal Bases,Can an unmarried woman legally confer citizenship to her children in the same way as a married man?,Legal Bases,Can a married woman legally confer her citizenship to a non-national spouse in the same way as a married man?,Legal Bases,Do married couples jointly share legal responsibility for financially maintaining the family’s expenses?,Legal Bases,Does a woman’s testimony carry the same evidentiary weight in court as a man's in all types of cases?,Legal Bases,Is customary law a valid source of law under the constitution?,Legal Bases,"If customary law is a valid source of law under the constitution, is it considered invalid if it violates constitutional provisions on nondiscrimination or equality?",Legal Bases
2019,Seychelles,SYC,Sub-Saharan Africa,Upper middle income,18,"Civil Status Act, Secs. 40, 46 and 47",Yes,"Civil Status Act, Secs. 40, 46 and 47",Yes,"Matrimonial Causes Act, Sec. 12(1)(a)",Yes,"Civil Status Act, Secs. 108 and 109",Yes,"The Penal Code, Sec. 137",No,No applicable provisions could be located,Yes,"Family Violence (Protection of Victims) Act, 2000, Sec. 3",Yes,"National Identity Cards Act, Arts. 4 and 5; ID card application procedures",Yes,"Constitution of the Republic of Seychelles, Arts. 8, 9 and 11",Yes,"Constitution of the Republic of Seychelles, Arts. 8, 9 and 11",Yes,"Constitution of the Republic of Seychelles, Art. 12; Citizenship Act, Art. 6(3)",Yes,"Civil Code of Seychelles Act, Art. 214",Yes,No restrictions could be located,No,Constitution of the Republic of Seychelles,N/A,
2019,Sierra Leone,SLE,Sub-Saharan Africa,Low income,18,"Child Rights Act 2007, Sec. 34(1)",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Child Rights Act 2007, Sec. 35",Yes,"Sexual Offences Act 2012, Sec. 13",Yes,"Domestic Violence Act 2007, Sec. 2(3)",Yes,"Domestic Violence Act 2007, Secs. 11-23",Yes,"The National Registration Act, 2016, Art. 27",Yes,"The Sierra Leone Citizenship (Amendment) Act, 2017, Art. 1; The Sierra Leone Citizenship Act, 1979, Arts. 5 and 6",Yes,"The Sierra Leone Citizenship (Amendment) Act, 2017, Art. 1; The Sierra Leone Citizenship Act, 1979, Arts. 5 and 6",No,"Sierra Leone Citizenship Act, 1973, Art. 7",Yes,No applicable provisions could be located,Yes,No restrictions could be located,Yes,"Constitution of Sierra Leone, Art. 170(1) and (2)",No,"Constitution of Sierra Leone, Art. 27(4)"
2019,Singapore,SGP,East Asia & Pacific,High income,21,"Women's Charter, Secs. 2 and 13",Yes,"Women's Charter, Secs. 9, 13, 17(2) and 21(2); Women's Charter (Amendment) Act 2016, Sec. 7(17)",Yes,"Women's Charter, Secs. 9 and 105",Yes,"Women's Charter, Sec. 37 and 40(2)(c)",Yes,"Protection from Harassment Act (Ch. 256A), Sec. 3",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"National Registration Act, Sec. 5; ID card application procedures",Yes,"Constitution of the Republic of Singapore, Arts. 121 and 122(1)(b)",Yes,"Constitution of the Republic of Singapore, Arts. 121 and 122(1)(b)",No,"Constitution of the Republic of Singapore, Art. 123(2)",Yes,"Women's Charter, Secs. 46 and 68",Yes,No restrictions could be located,No,Constitution of the Republic of Singapore,N/A,
2019,Slovak Republic,SVK,High income: OECD,High income,18,"Family Act, Sec. 11",Yes,"Family Act, Sec. 11",Yes,"Family Act, Sec. 11, 14 and 17(b)",No,No applicable provisions could be located,Yes,"Anti-Discrimination Act, Art. 1, Sec. 2(1)(5)",Yes,"Criminal Code, Secs. 200, 208, 360 and 360a",No,No applicable provisions could be located,Yes,"ID card application procedures;  Law on Identity Cards Act 224/2006, Art. 2(2)",Yes,"Act on Citizenship of the Slovak Republic, Art. 5 ",Yes,"Act on Citizenship of the Slovak Republic, Art. 5 ",Yes,"Act 4/1993 on Citizenship of the Slovak Republic, Art. 7(2)(a)",Yes,"Family Act No. 36/2005, Arts. 1(3) and 19(1)",Yes,No restrictions could be located,No,Constitution of the Slovak Republic,N/A,
2019,Slovenia,SVN,High income: OECD,High income,18,"Family Code, Arts. 5 and 24",Yes,"Family Code, Art. 24(2)",Yes,"Family Code, Art. 45",No,No applicable provisions could be located,Yes,"Criminal Code, Art. 197; Employment Relationship Act, Art. 7; Protection against Discrimination Act, Arts. 7 and 8",Yes,"Criminal Code, Arts. 171 and 191",Yes,"Domestic Violence Prevention Act, Arts. 22a-22h",Yes,"ID card application procedures; Law on Personal Identity Card, Art. 2",Yes,"Citizenship Act of the Republic of Slovenia, Arts. 4 and 5 ",Yes,"Citizenship Act of the Republic of Slovenia, Arts. 4 and 5 ",Yes,"Citizenship Act of the Republic of Slovenia, Art. 12, Para. 3",Yes,"Marriage and Family Relations Act, Art. 56; Family Code, Arts. 61 and 82",Yes,No restrictions could be located,No,Constitution of the Republic of Slovenia,N/A,
2019,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,18,"Islanders' Marriage Act, Sec. 10(3)",Yes,"Islanders' Marriage Act, Sec. 10(1) and (3)",No,No applicable provisions could be located,Yes,"Islanders' Marriage Act, Sec. 10(2)",Yes,"Penal Code (Amendment) (Sexual Offences) Act, Sec. 5(136B and 138)",Yes,"Family Protection Act 2014, Part 6",Yes,"Family Protection Act 2014, Part 3, Div. 1-2 and 6-7",N/A,No applicable provisions could be located ,Yes,"The Constitution of Solomon Islands, Art. 22",Yes,"The Constitution of Solomon Islands, Art. 22",No,"Citizenship Act, Art. 7",Yes,No applicable provisions could be located,Yes,No restrictions could be located,Yes,"The Constitution of Solomon Islands, Art. 15(5)(d) ",No,"The Constitution of Solomon Islands, Art. 15(5)(d)"
2019,Somalia,SOM,Sub-Saharan Africa,Low income,18,"Family Law, Art. 16",Yes,"Family Law, Arts. 16-17",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,ID card application form,No,"Law on Somali Citizenship of 1962, art. 2(a)",No,"Law on Somali Citizenship of 1962, art. 2(a)",No,"Law on Somali Citizenship of 1962, art. 13",Yes,"Family Law, art. 28 and 31(1)",Yes,"Somali Civil Procedure Code of 1974, art. 176-184 ; Criminal Procedure Code, art. 180",Yes,"Provisional Constitution, art. 3",Yes,"Provisional Constitution, art. 3 and 4(1)"
2019,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,18,"Marriage Act, 1961, Sec. 24(1); Children's Act 38 of 2005, Sec. 17",Yes,"Marriage Amendment Act, 1981, Sec. 2(26)(1); Children's Act 38 of 2005, Sec. 18(3)(c)(i)",No,No applicable provisions could be located,Yes,"Marriage Act, 1961, Secs. 11(2) and 35",Yes,"Protection from Harassment Act, 2011, Sec 1; 
Employment Equity Amendment Act, No. 47 of 2013, 3(Sec.6(a)) and 5(Sec.10(aA(i))); 
Employment Equity Act, 1998; 
Code of Good Practice on the Handling of Sexual Harassment Cases in the Workplace in terms of section 54(1)(b) of the Employment Equity Act",Yes,"Domestic Violence Act of 1998, Secs. 3 and 4(2)(b); Criminal Procedure Act 51 of 1977, Sec. 40(q)",Yes,"Domestic Violence Act, 1998, Secs. 4-5 and 11-12",Yes,"Identification Act, Arts. 3 and 15",Yes,"South African Citizenship Act, 1995, Arts. 2(1)(b) and 3(1)(b)(i)",Yes,"South African Citizenship Act, 1995, Arts. 2(1)(b) and 3(1)(b)(i)",Yes,"South African Citizenship Act, 1995, Art. 5(5)",Yes,"The Children's Act, 2005, Art. 18",Yes,No restrictions could be located,Yes,"Constitution of the Republic of South Africa, Art. 39",Yes,"Constitution of the Republic of South Africa, Arts. 2 and 39(3)"
2019,South Sudan,SSD,Sub-Saharan Africa,Lower middle income,18,"Child Act, Secs. 5 and 23(1); Constitution of Southern Sudan, Art. 17(4)",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Child Act, Sec. 30",Yes,"Penal Code Act, Arts. 250 and 251",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,ID card application procedures ,Yes,"Transitional Constitution of the Republic of South Sudan 2011, Art. 45(1); Nationality Act, 2011, Art. 8",Yes,"Transitional Constitution of the Republic of South Sudan 2011, Art. 45(1); Nationality Act, 2011, Art. 8",Yes,"Nationality Act, 2011, Art. 13(1)",Yes,"Local Government Act, 2009, Sec. 109",Yes,No restrictions could be located,Yes,"Transitional Constitution of the Republic of South Sudan, 2011, Art. 5",Yes,"Transitional Constitution of the Republic of South Sudan, 2011, Arts. 5 and 14"
2019,Spain,ESP,High income: OECD,High income,18,"Código Civil, Arts. 46 y 315",Yes,"Código Civil, Arts. 46(1), 314 y 317",Yes,"Código Civil, Arts. 46(1) y 73",Yes,"Código Penal, Arts. 218 y 219",Yes,"Código Penal, Art. 184; Ley Orgánica 3/2007, Art. 7",Yes,"Código Penal, Arts. 173(2)-(4) y 177; Ley Orgánica 1/2004, Título IV",Yes,"Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial, Arts. 87 bis y 87 ter; Ley de Enjuiciamiento Criminal, Arts. 14(5) y 544 ter",Yes,"Real Decreto 1553/2005, Arts. 2, 5 y 11; ID card application procedures",Yes,"Código Civil, Art. 17(a)",Yes,"Código Civil, Art. 17(a)",Yes,"Código Civil, Art. 22",Yes,"Código Civil, Art. 1362",Yes,No restrictions could be located,No,Constitución Española,N/A,No applicable provisions could be located
2019,Sri Lanka,LKA,South Asia,Lower middle income,18,"Marriage Registration Ordinance, Sec. 15 ; Gunaratnam vs. Registra General",Yes,"Marriage Registration Ordinance, Sec. 22",Yes,"Marriage Registration Ordinance, Secs. 31 and 60",Yes,"Marriage Registration Ordinance, Secs. 31 and 60",Yes,"Penal Code, Sec. 345",Yes,"Prevention of Domestic Violence Act, No.34 of 2005, Sec. 23 ; Penal Code, Ch. XVI",Yes,"Prevention of Domestic Violence Act, No.34 of 2005, Secs. 5-6, 11-12",Yes,"Registration of Persons Act No. 32 of 1968, Arts. 2 and 14; ID card application procedures",Yes,"Citizenship Act,  Art. 5 ",Yes,"Citizenship Act,  Art. 5 ",Yes,"Citizenship Act, Art. 12",Yes,S. 2 of  Maintenance Act (No. 37 of 1999) ,Yes,No restriction could be located,Yes,"Constitution of the Democratic Socialist Republic of Sri Lanka, Art. 16",No,"Constitution of Democratic Socialist Republic of Sri Lanka, Art. 16"
2019,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,18,"Marriage Act, Sec. 36",Yes,"Marriage Act, Sec. 28(2)-(3), 36 and Second Schedule",Yes,"Marriage Act, Sec. 28(2)-(3)",Yes,"Marriage Act, Sec. 60",No,No applicable provisions could be located,Yes,"Domestic Violence Act, 2014, Sec. 35(1)",Yes,"Domestic Violence Act, 2014, Sec. 2, 36-39 and Part II",Yes,Voter registration brochure ,Yes,"The Constitution of Saint Christopher and Nevis, Arts. 90-92 ",Yes,"The Constitution of Saint Christopher and Nevis, Arts. 90-92 ",Yes,"The Constitution of Saint Christopher and Nevis, Art. 92.1(a)",Yes,Divorce Act of 2009 ; Maintenance of Children Act of 2012,Yes,No applicable provisions could be located,No,The Constitution of Saint Christopher and Nevis,N/A,The Constitution of Saint Christopher and Nevis
2019,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,18,"Civil Code, Arts. 85 and 213",Yes,"Civil Code, Arts. 81, 85 and 89",Yes,"Civil Code, Art. 81",Yes,"Criminal Code, Sec. 184",Yes,The Criminal Code of Saint Lucia sect. 139 ; the Labour Code 2006 Section 272,Yes,"Domestic Violence (Summary Proceedings) Act, Sec. 24",Yes,"Domestic Violence (Summary Proceedings) Act, Secs. 2, 18-21 and 26-27",Yes,ID card application procedures ; ID card application form,Yes,"Constitution of Saint Lucia, Arts. 100 and 101; Citizenship Act, Arts. 4 and 5",Yes,"Constitution of Saint Lucia, Arts. 100 and 101; Citizenship Act, Arts. 4 and 5",No,"Constitution of Saint Lucia, Art. 102(2); Citizenship of Saint Lucia Act, Ch. 1.4, Art. 6(6)",Yes,"Civil Code, Arts. 135 and 143",Yes,No applicable provisions could be located,No,Constitution of Saint Lucia ,N/A,Constitution of Saint Lucia
2019,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,18,"Marriage Act, Sec. 25(1)",Yes,"Marriage Act, Sec. 4(1) and 25(2)-(3)",Yes,"Marriage Act, Sec. 4(1)",Yes,"Marriage Act, Sec. 50",No,No applicable provisions could be located,Yes,"Domestic Violence Act, 2015, Secs. 25 and 37",Yes,"Domestic Violence Act, 2015, Secs. 2 and 26-33",Yes,ID card application procedures ,Yes,"Constitution of Saint Vincent and the Grenadines, Arts. 91 and 92",Yes,"Constitution of Saint Vincent and the Grenadines, Arts. 91 and 92",No,"Constitution of Saint Vincent and the Grenadines, Art. 93(1)-(2)",Yes,"Maintenance Act, Art. 3",Yes,No applicable provisions could be located,No,Constitution of Saint Vincent and the Grenadines,N/A,Constitution of Saint Vincent and the Grenadines
2019,Sudan,SDN,Sub-Saharan Africa,Lower middle income,..,No applicable provisions could be located,Yes,"Code of Muslim Personal Law 1991, Art. 40",No,No applicable provisions could be located,No,No applicable provisions could be lcoated,Yes,"Penal Code, Art. 151; Penal Code (Amendment), Art. 151",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Civil Registration Act, Art. 27; ID card application form ",No,"Sudanese Nationality Act as amended in 2011, Art. 4; Interim National Constitution of the Republic of the Sudan, 2005, Art. 7(2)",No,"Sudanese Nationality Act as amended in 2011, Art. 4; Interim National Constitution of the Republic of the Sudan, 2005, Art. 7(2)",No,"Sudanese Nationality Act as amended in 2011, Arts. 7 and 8",No,"Muslim Personal Status Act of 1991, Arts. 65 and 69",No,"Personal Status Law, Arts. 5(1) and 105",No,"Interim National Constitution of the Republic of the Sudan, 2005",N/A,
2019,Suriname,SUR,Latin America & Caribbean,Upper middle income,18,"Civil Code, Arts. 31(1) and 233",Yes,"Civil Code, Arts. 31(2) and 35(1)-(3)",Yes,"Civil Code, Arts. 35 and 53(1)",Yes,"Criminal Code, Arts. 289 and 442(2)",No,No applicable provisions could be located,Yes,"Act Combating Domestic Violence, Art. 1(l) and (q)",Yes,"Act Combating Domestic Violence, Ch. 3",Yes,"ID card application procedures; Identity Act, Art. 2",Yes,"Nationality and Residency Amendment Act, Art. 1B",Yes,"Nationality and Residency Amendment Act, Art. 1B",Yes,"Nationality and Residency Amendment Act, Art. 1(L) and (M)",Yes,"Civil Code, Arts. 156 and 159",Yes,No restrictions could be located,No,Constitution of the Republic of Suriname,N/A,No applicable provisions could be located
2019,Sweden,SWE,High income: OECD,High income,18,"Marriage Code (1987: 230), Ch. 2, Sec. 1",No,No applicable provisions could be located,Yes,"Marriage Code (1987: 230), Ch. 2, Sec. 1",No,No applicable provisions could be located,Yes,"Discrimination Act (2008:567), Ch. 1, Sec. 4(5)",Yes,"Penal Code (1962:700), Ch. 4, Sec. 4a",Yes,"Restraining Order Act (1988: 688), Secs. 14-22",Yes,"ID card application procedures; Law on Identity Cards, Art. 1",Yes,"Act on Swedish Citizenship, Art. 2",Yes,"Act on Swedish Citizenship, Art. 2",Yes,"Act on Swedish Citizenship, Art. 12(2)",Yes,"Marriage Code 1987:230, Ch.6, Arts. 1 and 2",Yes,No restrictions could be located,No,Constitution of Sweden,N/A,
2019,Switzerland,CHE,High income: OECD,High income,18,"Swiss Civil Code, Art. 94",No,No applicable provisions could be located,Yes,"Swiss Civil Code, Arts. 104 and 105(I)(6)",No,No applicable provisions could be located,Yes,"Gender Equality Act, Art.4;Swiss Criminal Code, Art. 198",Yes,"Swiss Criminal Code, Arts. 123,126 and 180",Yes,"Violence Protection Act (GSG, LS 351),§ 8-12",Yes,"Loi sur les Documents d'Identité, Arts. 1 et 2; Ordonnance du DFJP sur les Documents d'Identité des Ressortissants Suisses",Yes,"Loi sur la Nationalité, Art. 1",Yes,"Loi sur la Nationalité, Art. 1",Yes,"Loi sur la Nationalité, Art. 27",Yes,"Civil Code, Arts. 159(2) and 163",Yes,No restrictions could be located,No,Federal Constitution of the Swiss Confederation,N/A,
2019,Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,..,"Personal Status Law, Arts. 16, 20 and 27",Yes,"Personal Status Law, Arts. 18, 20 and 27",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Criminal Code, Arts. 505 and 506",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"ID Card Law, Art. 1",No,"Nationality Law, Art. 3",No,"Nationality Law, Art. 3",No,"Nationality Law, Art. 8",No,"Personal Status Law, Arts. 71 and 72",No,"Personal Status Law, Art. 12",No,Constitution of the Syrian Arab Republic 2012,N/A,
2019,"Taiwan, China",TWN,East Asia & Pacific,High income,20,"Civil Code, Art. 12",Yes,"Civil Code, Arts. 980, 981, 1086 and 1098",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,Sexual Harassment Prevention Act; Act on Gender Equality in Employment,No,No applicable provisions could be located,Yes,"Domestic Violence Prevention Act, Ch. II and III",Yes,ID card application procedures ,Yes,"Nationality Act, Art. 2",Yes,"Nationality Act, Art. 2",Yes,"Nationality Act, Art. 4",Yes,"Civil Code, Art. 1003-1",Yes,No restrictions could be located,No,Constitution of the Republic of China (Taiwan),N/A,
2019,Tajikistan,TJK,Europe & Central Asia,Low income,18,"Family Code, Art. 13(1)",Yes,"Family Code, Art. 13(2)",Yes,"Family Code, Art. 29",Yes,"Criminal Code, Arts. 168 and 169",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Law on Identity Documents, Arts. 6(2) and 13",Yes,"Constitutional Law on ?itizenship of the Republic of Tajikistan, Art. 13",Yes,"Constitutional Law on ?itizenship of the Republic of Tajikistan, Art. 13",Yes,"Constitutional Law on ?itizenship of the Republic of Tajikistan, Art. 15",Yes,"Family Code, Art. 32(2)",Yes,No restrictions could be located,No,Constitution of Tajikistan,N/A,
2019,Tanzania,TZA,Sub-Saharan Africa,Low income,18,"The Law of Marriage Act, Secs. 13(1) and 17",Yes,"The Law of Marriage Act, Secs. 13(2) and 17",Yes,"The Law of Marriage Act, Secs. 38(1)(a) and 39(c)",Yes,"The Written Laws (Miscellaneous Amendments) (No. 2) Act, Sec. 22; Education Act, Sec. 2",Yes,"Sexual Offences Special Provisions Act (1998), Sec. 12(138.D-(1)); Employment and Labor Relations Act (2004), Sec. 7(5)",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Registration and Identification of Persons Act 1986, as amended, Art. 1",Yes,"Citizenship Act, Arts. 5 and 6",Yes,"Citizenship Act, Arts. 5 and 6",No,"Citizenship Act, Art. 11",No,"Law of Marriage Act, Art. 63(a)",Yes,No restrictions could be located,No,Constitution of the United Republic of Tanzania,N/A,
2019,Thailand,THA,East Asia & Pacific,Upper middle income,20,"Civil and Commercial Code, Secs. 19 and 1436",Yes,"Civil and Commercial Code, Secs. 1448 and 1454",Yes,"Civil and Commercial Code, Secs. 1503 and 1504",No,No applicable provisions could be located,Yes,"Labour Protection Act (No. 2) B.E. 2551 (2008), Sec. 8(16)",Yes,"Domestic Violence Victim Protection Act, B.E. 2550 (2007), Sec. 4",Yes,"Domestic Violence Victim Protection Act, B.E.2550 (2007), Secs. 11-12, 15 and 16",Yes,"ID card application procedures and form; National Identification Act, Art. 5 ",Yes,"Nationality Act, B.E. 258, as amended, Sec. 7",Yes,"Nationality Act, B.E. 258, as amended, Sec. 7",No,"Nationality Act, B.E. 258, as amended, Sec. 9",Yes,"Civil and Commercial Code, Sec. 1461",Yes,No restrictions could be located,No,Constitution of the Kingdom of Thailand 2017,N/A,
2019,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,17,"Civil Code, Arts. 118 and 1500(1)",Yes,"Civil Code, Arts. 1490(a), 1493(a) and 1500",Yes,"Civil Code, Arts. 1490(a), 1493(a) and 1519(a)",No,No applicable provisions could be located,Yes,"Labor Law, Art. 7",Yes,"Law No. 7/2010 on Domestic Violence, Art. 35; Criminal Code, Arts. 52(2)(l), 154 and 173(a)",No,No applicable provisions could be located,Yes,"Decree-Law No. 2/2004 on Civil Identification, Arts. 6, 18 and 19 ",Yes,"Constitution of the Democratic Republic of Timor-Leste, Art. 3; Law on Citizenship No. 9/22, Arts. 8 and 9",Yes,"Constitution of the Democratic Republic of Timor-Leste, Art. 3; Law on Citizenship No. 9/22, Arts. 8 and 9",Yes,"Law on Citizenship No. 9/22, Art. 11; Regulation on the Law on the Citizenship Decree Law No. 1/24, Art. 9",Yes,"Civil Code, Arts. 1560, 1563 and 1564",Yes,No restrictions could be located,Yes,"Constitution of the Democratic Republic of Timor-Leste, Art. 2",Yes,"Constitution of the Democratic Republic of Timor-Leste, Art. 2"
2019,Togo,TGO,Sub-Saharan Africa,Low income,18,"Code de l'Enfant de 2007, Art. 267; Code des Personnes et de la Famille de 2012, Art. 43",Yes,"Code de l'Enfant de 2007, Art. 267;Code des Personnes et de la Famille de 2012, Art. 43",No,No applicable provisions could be located,Yes,"Code de l'Enfant de 2007, Art. 273",Yes,"Loi n° 2015-010 portant Code pénal, Arts. 399 et 400; Code du Travail, Arts. 40-42 et 301",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,ID card application procedures; Le Guide Juridique du Citoyen,Yes,"Constitution de la IVe République, Art. 32; Loi Sur la Nationalité Togolaise, Art. 3",Yes,"Constitution de la IVe République, Art. 32; Loi Sur la Nationalité Togolaise, Art. 3",No,"Loi Sur la Nationalité Togolaise, Arts. 5 et 12",Yes,"Loi No. 2014-019 Portant Modification de la Loi No. 2012-014 Portant Code des Personnes et de la Famille, Art. 100",Yes,No restrictions could be located,Yes,"Constitution de la IVe République, Art. 84",Yes,"Constitution de la IVe République, Art. 84 "
2019,Tonga,TON,East Asia & Pacific,Upper middle income,18,"Births, Deaths and Marriages Registration Act, Sec. 6",Yes,"Births, Deaths and Marriages Registration Act, Sec. 6",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Family Protection Act 2013, Secs. 28(2) and 29",Yes,"Family Protection Act 2013, Secs. 18-19, 30-31 and 39-40",Yes,"National Identity Card Act, Sec. 7",Yes,"Nationality (Amendment) Act 2007, Sec. 4",Yes,"Nationality (Amendment) Act 2007, Sec. 4",Yes,"Nationality (Amendment) Act 2007, Sec. 4",Yes,"Divorce Act, Secs. 18 and 19; Family Protection Act, Secs. 18 and 19",Yes,No restrictions could be located,No,Constitution of Tonga,N/A,
2019,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,18,"Miscellaneous Provisions (Marriage) Act, 2017, Art. 3(e)",No,No applicable provisions can be located,Yes,"Miscellaneous Provisions (Marriage) Act, 2017, Art. 3(l)",Yes,"Miscellaneous Provisions (Marriage) Act, 2017, Art. 3(m)(37) and (r)(41B)",No,No applicable provisions could be located,Yes,"Domestic Violence Act, Sect. 25",Yes,"Domestic Violence Act, Parts II, III",Yes,Obtaining a National Identification Card ,Yes,"Constitution of the Republic of Trinidad and Tobago, Art. 17 ; Citizenship of the Republic of Trinidad and Tobago Act, Art. 5",Yes,"Constitution of the Republic of Trinidad and Tobago, Art. 17 ; Citizenship of the Republic of Trinidad and Tobago Act, Art. 5",Yes,"Citizenship of the Republic of Trinidad and Tobago Act, Art. 12 ",Yes,"Matrimonial Proceedings and Property Act, Chap. 45:51, s. 28",Yes,No applicable provisions could be located,No,Constitution of the Republic of Trinidad and Tobago,N/A,Constitution of the Republic of Trinidad and Tobago
2019,Tunisia,TUN,Middle East & North Africa,Upper middle income,18,"Code du Statut Personnel, Art. 5",Yes,"Code du Statut Personnel, Arts. 5 et 6",Yes,"Code du Statut Personnel, Art. 21",No,No applicable provisions could be located,Yes,"Loi organique n° 2017-58 du 11 août 2017, relative à lélimination de la violence à légard des femmes, Art. 15 (Art. 226 ter)",Yes,"Loi organique n° 2017-58 du 11 août 2017, relative à lélimination de la violence à légard des femmes, Art. 15 (Art. 218)",Yes,"Loi organique n° 2017-58 du 11 août 2017, relative à lélimination de la violence à légard des femmes, Ch. IV",No,"Loi No. 93-27 du 22 Mars 1993, Relative à la Carte Nationale d'Identité, Art. 2; Décret n°93-717 du 13/04/1993 relatif à la fixation des normes matérielles et techniques de la carte d'identité nationale et les documents requis pour son acquisition ou son changement, Art. 1(a)(3)",Yes,"Code de la Nationalité Tunisienne, Art. 6",Yes,"Code de la Nationalité Tunisienne, Art. 6",Yes,"Code de la Nationalité Tunisienne, Arts. 13 et 21(2)",Yes,"Code du Statut Personnel, Art. 23",Yes,No restrictions could be located,No,Constitution de la République Tunisienne,N/A,
2019,Turkey,TUR,Europe & Central Asia,Upper middle income,18,"Civil Code, Arts. 11, 12 and 126",Yes,"Civil Code, Arts. 12 and 124",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Penal Code, Art.105; Labor Law, Art. 24(II)(b, d)",Yes,"Criminal Code, Arts. 82(1)(d), 86(3)(a), 96(2)(b) and 102(2)",Yes,"Law to Protect Family and Prevent Violence Against Women, Arts. 4-5, 8-9 and 20(1)",Yes,"Population Services Law, Art. 11; ID card application procedures",Yes,"Turkish Citizenship Law, Art. 7 ",Yes,"Turkish Citizenship Law, Art. 7 ",Yes,"Turkish Citizenship Law, Art. 16",Yes,"Civil Code, Art. 186",Yes,No restrictions could be located,No,Constitution of the Republic of Turkey,N/A,
2019,Uganda,UGA,Sub-Saharan Africa,Low income,21,"Marriage Act 1904, Sec. 17",Yes,"Marriage Act 1904, Secs. 17-19; Constitution of the Republic of Uganda 1995, Sec. 31(1)",No,No applicable provisions could be located,Yes,"Marriage Act 1904, Sec. 45",Yes,"Penal Code, Art. 128(3); Employment Act, Sec. 7",Yes,"Domestic Violence Act 2010, Sec. 4",Yes,"Domestic Violence Act 2010, Secs. 6, 9 and 17",Yes,"ID card application procedures; The Registration of Persons Act, 2015, Arts. 68, 69 and schedule 3",Yes,"Uganda Citizenship and Immigration Control Act, Sec.12(b)",Yes,"Uganda Citizenship and Immigration Control Act, Sec.12(b)",Yes,"Constitution of the Republic of Uganda 1995, Art. 12(2); Uganda Citizenship and Immigration Control Act, Sec.14(2)(a)",Yes,No applicable provisions could be located,Yes,No restrictions could be located,Yes,"Constitution of the Republic of Uganda 1995, Art. 2",Yes,"Constitution of the Republic of Uganda 1995, Arts. 2 and 33(6)"
2019,Ukraine,UKR,Europe & Central Asia,Lower middle income,18,"Family Code, Art. 22(1)",Yes,"Family Code, Art. 23(2)",Yes,"Family Code, Arts. 38 and 41(4)",No,No applicable provisions could be located,Yes,"Law on Equal Rights and Opportunities for Women and Men, Art. 1",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Resolution CM No. 32 of  March 25, 2015, Annex 1 and Order No. 745 of October 26, 2016; ID card application procedures",Yes,"Law on Citizenship, Art. 7",Yes,"Law on Citizenship, Art. 7",Yes,"Law on Citizenship, Art. 9(3)",Yes,"Family Code of Ukraine, Arts. 54 and 55(4)",Yes,No restrictions could be located,No,Constitution of Ukraine,N/A,
