Economy,Economy Code,ISO Code,Region,Income Group,Report Year,ASSETS SCORE,Do men and women have equal ownership rights to immovable property?,Score,Legal Basis,Do sons and daughters have equal rights to inherit assets from their parents?,Score,Legal Basis,Do male and female surviving spouses have equal rights to inherit assets?,Score,Legal Basis,Does the law grant spouses equal administrative authority over assets during marriage?,Score,Legal Basis,Does the law provide for the valuation of nonmonetary contributions?,Score,Legal Basis
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2003,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2004,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2005,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2006,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2007,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2008,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2009,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2010,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2011,40,Yes,1,"Married Women's Property Act, Art. 2",No,0,"Constitution of the Second Republic of Gambia, Art. 20",No,0,"Constitution of the Second Republic of Gambia, Art. 7",Yes,1,"Married Women's Property Act, Arts. 2-5",No,0,"Matrimonial Causes Act, Art. 22"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2012,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2013,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2014,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2015,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2016,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2017,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2018,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2019,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2020,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2021,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2022,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2023,60,Yes,1,"Women’s Act 2010, Art. 11",No,0,"Women’s Act 2010, Art. 45",No,0,"Women’s Act 2010, Art. 44(2)",Yes,1,"Women’s Act 2010, Arts. 41",Yes,1,"Women’s Act 2010, Art. 43(4)"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1971,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1972,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1973,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1974,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1975,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1976,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1977,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1978,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1979,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1980,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1981,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1982,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1983,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1984,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1985,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1986,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1987,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1988,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1989,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1990,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1991,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1992,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1993,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1994,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1995,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1996,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1997,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1998,100,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Civil Code of Georgia SSR of 1964,Yes,1,Code on Family and Marriage of Georgia SSR of 1970,Yes,1,Code on Family and Marriage of Georgia SSR of 1970
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,1999,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2000,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2001,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2002,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2003,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2004,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2005,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2006,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2007,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2008,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2009,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2010,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2011,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2012,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2013,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2014,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2015,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2016,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2017,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2018,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2019,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2020,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2021,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2022,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2023,100,Yes,1,"Civil Code, Arts. 170 and 1159",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Art. 1336",Yes,1,"Civil Code, Arts. 1159 and 1160",Yes,1,"Civil Code, Arts. 1158, 1161 and 1168"
Germany,DEU,DEU,High income: OECD,High income,1971,100,Yes,1,"Civil Code, Arts. 1, 2, 873, 1363",Yes,1,"Civil Code, Art. 1924",Yes,1,"Civil Code, Art. 1931",Yes,1,"Civil Code, Arts. 1363-1369",Yes,1,"Civil Code, Arts. 1363, 1373-1375, and 1378"
Germany,DEU,DEU,High income: OECD,High income,1972,100,Yes,1,"Civil Code, Arts. 1, 2, 873, 1363",Yes,1,"Civil Code, Art. 1924",Yes,1,"Civil Code, Art. 1931",Yes,1,"Civil Code, Arts. 1363-1369",Yes,1,"Civil Code, Arts. 1363, 1373-1375, and 1378"
Germany,DEU,DEU,High income: OECD,High income,1973,100,Yes,1,"Civil Code, Arts. 1, 2, 873, 1363",Yes,1,"Civil Code, Art. 1924",Yes,1,"Civil Code, Art. 1931",Yes,1,"Civil Code, Arts. 1363-1369",Yes,1,"Civil Code, Arts. 1363, 1373-1375, and 1378"
